city,country,airport_count
Ailinglapalap Atoll,Marshall Islands,2
Ely,United States,2
Annapolis,United States,2
Kiel,Germany,2
Porvenir,Chile,2
Kota Kinabalu,Malaysia,2
Qingdao,China,2
Watertown,United States,2
Naples,United States,2
Hutchinson,United States,2
Selfoss,Iceland,2
Kenora,Canada,2
Hildesheim,Germany,2
Vilnius,Lithuania,2
Haskovo,Bulgaria,2
Williamsport,United States,2
Alliance,United States,2
Manzini,Swaziland,2
Shizuoka,Japan,2
Derby,Australia,2
Cusco,Peru,2
Odense,Denmark,2
La Junta,United States,2
South Bend,United States,2
Schonefeld,Germany,2
Voss,Norway,2
Turin,Italy,2
Georgetown,Guyana,2
Null,United States,2
Langenfeld,Germany,2
Ingolstadt,Germany,2
La Crosse,United States,2
Skagway,United States,2
Nauen,Germany,2
Orly,France,2
Kinshasa,Congo (Kinshasa),2
San Salvador,El Salvador,2
Cottbus,Germany,2
Freiburg,Germany,2
Verona,Italy,2
Regensburg,Germany,2
Kempton Park,South Africa,2
Belize City,Belize,2
Raton,United States,2
Nogliki,Russia,2
Klaksvik,Faroe Islands,2
Nice,France,2
Kalamazoo,United States,2
Toledo,United States,2
Malpensa,Italy,2
Saint-Denis,France,2
Salt Lake City,United States,2
Dunhuang,China,2
Wurzburg,Germany,2
Brockville,Canada,2
Royal Island Resort,Maldives,2
Abilene,United States,2
Fort Collins,United States,2
Mesa,United States,2
Leverkusen,Germany,2
Frankfort,United States,2
Ulan Bator,Mongolia,2
Amsterdam,United States,2
Ribnitz-Damgarten,Germany,2
Ballonstartplatz Puch bei Weiz,Austria,2
Koblenz,Germany,2
White Plains,United States,2
Rocky Mount,United States,2
Churchill,Canada,2
Campinas,Brazil,2
Allahabad,India,2
Somerset,United States,2
Aveiro,Portugal,2
Del Rio,United States,2
Bamburi,Kenya,2
Boipeba Island,Brazil,2
Lusaka,Zambia,2
Fes,Morocco,2
Kavalerovo,Russia,2
Gdynia,Poland,2
Kitchener,Canada,2
Eisenach,Germany,2
Durban,South Africa,2
Louisville,United States,2
Wainwright,Canada,2
Morsbach,France,2
Gera,Germany,2
Rothenburg/ol,Germany,1
Borlange,Sweden,1
Erding,Germany,1
Waterkloof,South Africa,1
Dodoma,Tanzania,1
Pemba,Tanzania,1
Skiros,Greece,1
Metzada,Israel,1
Puerto Plata,Dominican Republic,1
Cayes,Haiti,1
Dhahran,Saudi Arabia,1
Arzana,United Arab Emirates,1
Goiania,Brazil,1
Taungoo,Burma,1
Bintulu,Malaysia,1
Labuan,Malaysia,1
Butterworth,Malaysia,1
Karratha,Australia,1
Falmouth,United States,1
Mae Hong Son,Thailand,1
Atyrau,Kazakhstan,1
Rennell Island,Solomon Islands,1
Bequia,Saint Vincent and the Grenadines,1
Bandar Lampung-Sumatra Island,Indonesia,1
Culebra Island,Puerto Rico,1
De Kalb,United States,1
Greenville,Liberia,1
Indigo Bay Lodge,Mozambique,1
Four Corners,United States,1
Fuyang,China,1
Vina del Mar,Chile,1
Tunica,United States,1
Forties Alpha,United Kingdom,1
Aliwal North,South Africa,1
Stein,Germany,1
Bhabua,India,1
Thurrock,United Kingdom,1
Tirano,Italy,1
Gangehi Island,Maldives,1
Isle Royale National Park,United States,1
Canarana,Brazil,1
Marneuli,Georgia,1
Machelen,Belgium,1
Sabetta,Russia,1
Shiprock,United States,1
Coswig Anhalt,Germany,1
Beacon,United States,1
Peterborough,Canada,1
Trier,Germany,1
Spangdahlem,Germany,1
Vryburg,South Africa,1
Gao,Mali,1
Kentira,Morocco,1
Peronne,France,1
Poitiers,France,1
Cuneo,Italy,1
Trujillo,Honduras,1
Koumac,New Caledonia,1
Nelson,New Zealand,1
Wanganui,New Zealand,1
Rahim Yar Khan,Pakistan,1
Yakushima,Japan,1
Barcelona,Venezuela,1
Yangon,Burma,1
Jonesboro,United States,1
Moline,United States,1
MONTGOMERY,United States,1
Gillette,United States,1
Rutland,United States,1
Kirov,Russia,1
Bokondini-Papua Island,Indonesia,1
Bario,Malaysia,1
Bayankhongor,Mongolia,1
East St. Louis,United States,1
Okavango Oddballs Camp,Botswana,1
Willoughby,United States,1
Asheboro,United States,1
Attleboro,United States,1
Chantilly,United States,1
Zion,United States,1
Kadanwari,Pakistan,1
Capri,Italy,1
Haapsalu,Estonia,1
Sowa,Botswana,1
Patin,France,1
Normal,United States,1
Palenque,Mexico,1
Laucala,Fiji,1
Narssarssuaq,Greenland,1
Wabush,Canada,1
Groningen,Netherlands,1
Lechfeld,Germany,1
Oyem,Gabon,1
Iringa,Tanzania,1
Dubendorf,Switzerland,1
Las Tunas,Cuba,1
Chapeco,Brazil,1
Coolangatta,Australia,1
Edinburgh,Australia,1
Fort Drum,United States,1
Terre Haute,United States,1
Vail,United States,1
Suavanao,Solomon Islands,1
Igloolik,Canada,1
Tomanggong,Malaysia,1
St. George,United States,1
Catoca,Angola,1
Lucapa,Angola,1
Debre Zeyit,Ethiopia,1
Colonsay,United Kingdom,1
Xingyi,China,1
Big Bay,Canada,1
Priob\'e,Russia,1
Dhigurah,Maldives,1
Berdoba,Chad,1
Shelbyville,United States,1
Oksibil,Indonesia,1
Chino,United States,1
Motherwell,United Kingdom,1
Crawley,United Kingdom,1
Haan,Germany,1
Alimataa,Maldives,1
Wolfsburg,Germany,1
Spitak,Armenia,1
Chelkar,Kazakhstan,1
Boppard,Germany,1
Hagendorf,Switzerland,1
Longwood,United Kingdom,1
Kullorsuaq,Greenland,1
Tanjung Balai Karimun,Indonesia,1
Maasin,Philippines,1
Kauehi,French Polynesia,1
Sasereme,Papua New Guinea,1
Old Crow,Canada,1
Kuressaare,Estonia,1
Landskrona,Sweden,1
Tzaneen,South Africa,1
Tanagra,Greece,1
Graciosa Island,Portugal,1
Carolina,Brazil,1
Macapa,Brazil,1
Cooch-behar,India,1
Hpa-an,Burma,1
Pueblo,United States,1
Dallas-Fort Worth,United States,1
Panevezys,Lithuania,1
Dalat,Vietnam,1
Masset,Canada,1
Chipata,Zambia,1
Nioki,Congo (Kinshasa),1
Kaben,Marshall Islands,1
Gobernador Gregores,Argentina,1
Puerto Rico/Manuripi,Bolivia,1
Uzhgorod,Ukraine,1
Sovetskiy,Russia,1
Long Datih,Malaysia,1
Pajala,Sweden,1
Quinhagak,United States,1
Curico,Chile,1
Renmark,Australia,1
Quinto,Switzerland,1
Elyria,United States,1
Kortrijk,Belgium,1
Road Town,British Virgin Islands,1
Leopoldsburg,Belgium,1
12 Apostles,Australia,1
Arseniev,Russia,1
Ed Daein,Sudan,1
North Conway Village,United States,1
Antony,France,1
Jyvaskyla,Finland,1
Church Fenton,United Kingdom,1
Mbandaka,Congo (Kinshasa),1
Pontivy,France,1
Monclova,Mexico,1
Khoy,Iran,1
Tokunoshima,Japan,1
Townsville,Australia,1
Millington,United States,1
Batumi,Georgia,1
Chumphon,Thailand,1
Hammerfest,Norway,1
Lake Murray,Papua New Guinea,1
Buonmethuot,Vietnam,1
Nanded,India,1
Ambatomainty,Madagascar,1
Coll,United Kingdom,1
Big Timber,United States,1
Baa Atoll,Maldives,1
Xugan,Botswana,1
Cairo,United States,1
North Myrtle Beach,United States,1
Yarmouth NS,Canada,1
Moremi,Botswana,1
Bremgarten,Germany,1
Deception Island,Antarctica,1
Kangel Danda,Nepal,1
Kep,Cambodia,1
Cornwall Wallmart,Canada,1
Wallace,United States,1
Culcairn,Australia,1
Tara Omskoy,Russia,1
Zevenbergen,Netherlands,1
Karakol,Kyrgyzstan,1
Biliran,Philippines,1
Trenton,Canada,1
Smithers,Canada,1
Swartkop,South Africa,1
Amilcar Cabral,Cape Verde,1
Calvi,France,1
Vila Real,Portugal,1
Queretaro,Mexico,1
Sirjan,Iran,1
Pagadian,Philippines,1
Sao Luis,Brazil,1
Santa Ana De Uairen,Venezuela,1
Port Blair,India,1
Louisiana,United States,1
Ende,Indonesia,1
Gaza,Palestine,1
Deline,Canada,1
Gizo,Solomon Islands,1
Kiwayu,Kenya,1
Eua Island,Tonga,1
Balimo,Papua New Guinea,1
Cherskiy,Russia,1
Devonport,Australia,1
Nurnberg,Germany,1
Kegaska,Canada,1
Handan,China,1
Van Wert,United States,1
Bad Gastein,Austria,1
Motueka,New Zealand,1
Milford,United States,1
Wasior,Indonesia,1
Nagan Raya,Indonesia,1
Bagdarin,Russia,1
Tczew,Poland,1
Brighton,United Kingdom,1
Centara Resort,Maldives,1
Bitterfeld-Wolfen,Germany,1
Woodmere,United States,1
Belogorsk,Russia,1
Rjazan',Russia,1
Mărculeşti,Moldova,1
Lake Suzy,United States,1
Auburndale,United States,1
Camrose,Canada,1
Kristiansund,Norway,1
Niederstetten,Germany,1
Guetersloh,Germany,1
Patras,Greece,1
Caslav,Czech Republic,1
Carrizal,Venezuela,1
Bidar,India,1
Male,Maldives,1
San Angelo,United States,1
Utila,Honduras,1
Tomsk,Russia,1
Jacksonville NC,United States,1
Punta Gorda,Belize,1
Dundo,Angola,1
Puerto Lempira,Honduras,1
Craig Cove,Vanuatu,1
Punta del Este,Uruguay,1
Iron Mountain,United States,1
Ironwood,United States,1
Brownwood,United States,1
Mabaruma,Guyana,1
Mahdia,Guyana,1
Anchorage Alaska,United States,1
Al-Ula,Saudi Arabia,1
Gulf Shores,United States,1
Paluknys,Lithuania,1
Vaduz,Switzerland,1
Long Sault,Canada,1
Jackpot,United States,1
Green River,United States,1
Manitowoc,United States,1
Rudesheim am Rhein,Germany,1
Mayport,United States,1
Ambrolauri,Georgia,1
Lancang Lahu,China,1
APUI,Brazil,1
Simpang Ampek,Indonesia,1
Geraldton,Canada,1
Suhl,Germany,1
Leeuwarden,Netherlands,1
Jokkmokk,Sweden,1
St.-denis,Reunion,1
Balikesir,Turkey,1
Kaukura Atoll,French Polynesia,1
Makemo,French Polynesia,1
Fujeirah,United Arab Emirates,1
Salalah,Oman,1
Zama,Japan,1
Lagoa Santa,Brazil,1
Cochabamba,Bolivia,1
Coro,Venezuela,1
Sam Neua,Laos,1
Gunung Sitoli,Indonesia,1
Point Lay,United States,1
Mafia Island,Tanzania,1
Norilsk,Russia,1
Røst,Norway,1
Port Bergé,Madagascar,1
Petropavlosk,Kazakhstan,1
Salekhard,Russia,1
Banmaw,Burma,1
Boulia,Australia,1
Burnie,Australia,1
Xining,China,1
Jining,China,1
Tongren,China,1
Blomberg,Germany,1
Island of Gogland,Russia,1
Cuamba,Mozambique,1
Effingham,United States,1
Malinau,Indonesia,1
Longueuil,Canada,1
Rambouillet,France,1
Foz do Iguacu,Brazil,1
Hyangsan,North Korea,1
Villers-les-Pots,France,1
Haro,Spain,1
Baarn,Netherlands,1
Rixheim,France,1
Kaiseraugst,Switzerland,1
Berkeley Springs,United States,1
Bischofsheim,Germany,1
Zaria,Nigeria,1
Worms,Germany,1
Ylivieska-raudaskyla,Finland,1
Blantyre,Malawi,1
Hyeres,France,1
Belgrade,Serbia,1
Tijuana,Mexico,1
Avarua,Cook Islands,1
Sukkur,Pakistan,1
Atsugi,Japan,1
Tarapoa,Ecuador,1
Pilar,Paraguay,1
Cucuta,Colombia,1
Wrightstown,United States,1
Jinghong,China,1
Groton CT,United States,1
Yeniseysk,Russia,1
Imo,Nigeria,1
Mohe County,China,1
St. Michael,United States,1
Bonanza,Nicaragua,1
Bazaruto Island,Mozambique,1
Angmagssalik,Greenland,1
Olive Branch,United States,1
Soufriere,Saint Lucia,1
Onslow,Australia,1
Mechanicville,United States,1
Hanover,Canada,1
Castro,Chile,1
Gilman,United States,1
Funabashi,Japan,1
Stade,Germany,1
Arzamas,Russia,1
Mungeranie,Australia,1
Schoenstadt,Germany,1
Wusterwitz,Germany,1
Elvesaeter,Norway,1
New Smyrna Beach,United States,1
Brockman,Australia,1
Red Dog,United States,1
Selinda Camp,Botswana,1
Mantes-la-Jolie,France,1
Castlegar,Canada,1
St. John,Canada,1
Farquhar,Seychelles,1
Buattifel,Libya,1
St.-pierre,Saint Pierre and Miquelon,1
Craiova,Romania,1
Bushehr,Iran,1
Siri Island,Iran,1
Oran,Argentina,1
Ilheus,Brazil,1
Anaco,Venezuela,1
Williston,United States,1
Makale,Indonesia,1
Malang,Indonesia,1
Sacheon,South Korea,1
Chongju,South Korea,1
Raduzhnyi,Russia,1
Pakhokku,Burma,1
Bedourie,Australia,1
Araracuara,Colombia,1
Wuhai,China,1
Drietabbetje,Suriname,1
Chaghcharan,Afghanistan,1
Lahaina Maui Hawaii,United States,1
Serengeti National Park,Tanzania,1
Landshut,Germany,1
Duelmen,Germany,1
Clearwater,United States,1
Wickenburg,United States,1
Little San Salvador Island,Bahamas,1
Pender Harbour,Canada,1
Walker's Cay,Bahamas,1
Paso Robles,United States,1
Mishima,Japan,1
Orient,United States,1
Agana,United States,1
Stanage,Australia,1
Wilpena Pound,Australia,1
Bruchsal,Germany,1
Jenpeg,Canada,1
Russell,United States,1
Rovershagen,Germany,1
MINERAL POINT,United States,1
Thudufushi Island,Maldives,1
North Cormorant,United Kingdom,1
Monterolier-Buchy,France,1
Poissy,France,1
Pangnirtung,Canada,1
Arnsberg,Germany,1
Billund,Denmark,1
Benghazi,Libya,1
Sion,Switzerland,1
Basrah,Iraq,1
Zamboanga,Philippines,1
Moron,Argentina,1
Rio Cuarto,Argentina,1
Esquel,Argentina,1
Bermejo,Bolivia,1
Ponca City,United States,1
Presque Isle,United States,1
Van Nuys,United States,1
Wemindji,Canada,1
Hancock,United States,1
Reyes,Bolivia,1
Oak Lawn,United States,1
Gila Bend,United States,1
Long Lake,United States,1
Endelage,Denmark,1
Gyor,Hungary,1
Goulimime,Morocco,1
Tai'an,China,1
Ershui,Taiwan,1
Bad Belzig,Germany,1
Riihimaki,Finland,1
Lake Forest,United States,1
Sanshui,China,1
Durham Downs,Australia,1
Moser Ortschaft,Germany,1
Hassleholm,Sweden,1
Hirschaid,Germany,1
Nzerekore,Guinea,1
Sable sur Sarthe,France,1
Wiarton,Canada,1
Tebessa,Algeria,1
Immola,Finland,1
Boscombe Down,United Kingdom,1
Stornoway,United Kingdom,1
Fuerteventura,Spain,1
Abu Simbel,Egypt,1
Hon,Libya,1
Piacenza,Italy,1
Slovenj Gradec,Slovenia,1
Ciudad Juarez,Mexico,1
Spring Point,Bahamas,1
Baguio,Philippines,1
Bishkek,Kyrgyzstan,1
Syktyvkar,Russia,1
Imphal,India,1
Pekanbaru,Indonesia,1
Nogales,United States,1
Al Asad,Iraq,1
Changchun,China,1
Hopedale,Canada,1
Büsum,Germany,1
Ankavandra,Madagascar,1
Gheshm,Iran,1
Gasmata Island,Papua New Guinea,1
General Santos City,Philippines,1
Tuguegarao,Philippines,1
Beslan,Russia,1
Gan Island,Maldives,1
Meixian,China,1
Sao Joao del Rei,Brazil,1
Colonia,Uruguay,1
Merlo,Argentina,1
Caucasia,Colombia,1
Borrego Springs,United States,1
Juiz de Fora,Brazil,1
Tangshan,China,1
Lagoon Cove,Canada,1
Ansbach,Germany,1
Sullivan Bay,Canada,1
Taketomi,Japan,1
Elba,United States,1
Oyster Pond,Netherlands Antilles,1
Ica,Peru,1
Tunja,Colombia,1
Folkestone,United Kingdom,1
Ockelbo,Sweden,1
Leforest,France,1
Algier,Algeria,1
Allendorf,Germany,1
Dahlemer Binz,Germany,1
Wilhelmshaven,Germany,1
Biggin Hill,United Kingdom,1
Alesund,Norway,1
Optand,Sweden,1
Bamako,Mali,1
Alicante,Spain,1
Wiener Neustadt Ost,Austria,1
Alice Town,Bahamas,1
Yazd,Iran,1
Manta,Ecuador,1
Lethem,Guyana,1
Guna,India,1
Poso,Indonesia,1
Cutbank,United States,1
Mulu,Malaysia,1
Joplin,United States,1
Munda,Solomon Islands,1
Ogoki Post,Canada,1
Manja,Madagascar,1
Tshikapa,Congo (Kinshasa),1
Bukoba,Tanzania,1
Walla Walla,United States,1
Kushiro,Japan,1
Coonamble,Australia,1
Kalundborg,Denmark,1
Muncie,United States,1
Gunnison,United States,1
Mammoth Lakes,United States,1
Kabalebo,Suriname,1
Biysk,Russia,1
HAMILTON,Bermuda,1
Busia,Kenya,1
Tianshui,China,1
New Buffalo,United States,1
Corazon de Jesus,Panama,1
Yinchun,China,1
Kuala Kurun,Indonesia,1
Andorra La Vella,Spain,1
Redwood City,United States,1
Glen Ellyn,United States,1
Teofilo Otoni,Brazil,1
Zollino,Italy,1
Sitges,Spain,1
Capelle aan den IJssel,Netherlands,1
Aneby,Sweden,1
Holzkirchen,Germany,1
Toranagallu,India,1
Mount Hagen,Papua New Guinea,1
Sunyani,Ghana,1
Orland,Norway,1
Kindu,Congo (Kinshasa),1
Makale,Ethiopia,1
Suceava,Romania,1
Nandi,Fiji,1
Paraparaumu,New Zealand,1
Mar Del Plata,Argentina,1
Cutralco,Argentina,1
Alma-ata,Kazakhstan,1
Palu,Indonesia,1
Saint Cloud,United States,1
Batna,Algeria,1
Barra,United Kingdom,1
Sola,Vanuatu,1
Orsk,Russia,1
Bella Coola,Canada,1
Zell am See,Austria,1
Waspam,Nicaragua,1
Kaieteur Falls,Guyana,1
Djelfa,Algeria,1
Am Timan,Chad,1
Jijiga,Ethiopia,1
Dasoguz,Turkmenistan,1
Georgetown Acension Island Santa Helena,United Kingdom,1
Obermehler,Germany,1
Prineville,United States,1
Sao Felix do Araguaia,Brazil,1
Snowshoe,United States,1
Songea,Tanzania,1
Lobo,Tanzania,1
King City,United States,1
Jiufen,Taiwan,1
Roudnice nad Labem,Czech Republic,1
Toyohashi,Japan,1
Fort Sheridan,United States,1
Ibbenburen,Germany,1
Linkoping,Sweden,1
Aztec,United States,1
Clarks Point,United States,1
Phi Phi,Thailand,1
Quesnel,Canada,1
Tindouf,Algeria,1
Springs,South Africa,1
Welkom,South Africa,1
Cabinda,Angola,1
Kikwit,Congo (Kinshasa),1
Hierro,Spain,1
Graulhet,France,1
Chalon,France,1
St.-brieuc Armor,France,1
Mnichovo Hradiste,Czech Republic,1
Skopje,Macedonia,1
Hail,Saudi Arabia,1
Kerman,Iran,1
Almeirim,Brazil,1
Hawthorne,United States,1
Denpasar,Indonesia,1
Lukla,Nepal,1
Cicia,Fiji,1
Bakalalan,Malaysia,1
Shark Bay,Australia,1
Lianyungang,China,1
Pedro Bay,United States,1
Dangriga,Belize,1
Djoemoe,Suriname,1
Buariki,Kiribati,1
Tureia,French Polynesia,1
Newnan,United States,1
Maratea,Italy,1
Brown Bluff,Antarctica,1
Sundre,Canada,1
Naperville,United States,1
Aarburg-Oftringen,Switzerland,1
Ferihegy,Hungary,1
Glenfield,Australia,1
Juterbog,Germany,1
Dzhermuk,Armenia,1
Faridabad New Town,India,1
Harper Ridge,United States,1
Guatape,Colombia,1
Bath,United Kingdom,1
Smith Inlet,Canada,1
Corvara,Italy,1
Vitry-en-Artois,France,1
Dryden,Canada,1
Warton,United Kingdom,1
Soenderborg,Denmark,1
Skive,Denmark,1
Muanda,Congo (Kinshasa),1
Bujumbura,Burundi,1
Wajir,Kenya,1
Santander,Spain,1
Dezful,Iran,1
Jerusalem,West Bank,1
Gilgit,Pakistan,1
Montes Claros,Brazil,1
Easter Island,Chile,1
Pavlodar,Kazakhstan,1
Ann,Burma,1
Hotan,China,1
Lakehurst,United States,1
Mendi,Papua New Guinea,1
Wapenamanda,Papua New Guinea,1
Helgoland,Germany,1
Al Bayda',Libya,1
Fane,Papua New Guinea,1
Awaba,Papua New Guinea,1
Gelendzik,Russia,1
Guasave,Mexico,1
Nieuw Nickerie,Suriname,1
Labrea,Brazil,1
Araxa,Brazil,1
Minhad AB,United Arab Emirates,1
Golden,Canada,1
Rosario,United States,1
Saint Catherines,Canada,1
Angguruk,Indonesia,1
Piran,Slovenia,1
Amalfi,Italy,1
Arcadia,United States,1
Bunbury,Australia,1
Toulon,France,1
Boynton Beach,United States,1
Loughborough,United Kingdom,1
Doberlug-Kirchhain,Germany,1
Granby CO,United States,1
Tihoretsk,Russia,1
Raalte,Netherlands,1
Mount Arlington,United States,1
Lee,United States,1
Ilimanaq,Greenland,1
Adado,Somalia,1
Eureka,Canada,1
Exeter,United Kingdom,1
Matthew Town,Bahamas,1
Aitutaki,Cook Islands,1
Kagoshima,Japan,1
Sendai,Japan,1
Colonel Suarez,Argentina,1
Bom Jesus Da Lapa,Brazil,1
Anuradhapura,Sri Lanka,1
Trinciomalee,Sri Lanka,1
Hirakud,India,1
Imperial,United States,1
Ikaria,Greece,1
Ventspils,Latvia,1
Futuna Island,Wallis and Futuna,1
Basse Terre,Guadeloupe,1
Yichang,China,1
Zarafshan,Uzbekistan,1
Gasan,Philippines,1
Great Bend,United States,1
Sechelt-Gibsons,Canada,1
Inhaca,Mozambique,1
Gjogur,Iceland,1
Benesov,Czech Republic,1
Muenster,Germany,1
Drummond Island,United States,1
Genova,Italy,1
Junee,Australia,1
Zhangjiakou,China,1
Hrazdan,Armenia,1
Oropesa del Mar,Spain,1
Twello,Netherlands,1
Zernitz,Germany,1
Grunstadt,Germany,1
McNeil River Camp,United States,1
Dutse,Nigeria,1
Vernon,France,1
Sahil,United Arab Emirates,1
Ulan Ude,Russia,1
Wrigley,Canada,1
Earlton,Canada,1
Ysterplaat,South Africa,1
Labe,Guinea,1
El Fasher,Sudan,1
Alverca,Portugal,1
Coto 47,Costa Rica,1
Risalpur,Pakistan,1
Agana,Guam,1
Chinhae,South Korea,1
Mangalore,India,1
Jinghonggasa,China,1
Laredo,United States,1
Sioux Falls,United States,1
Lamidanda,Nepal,1
Temple,United States,1
Tehran,Iran,1
Williams Harbour,Canada,1
Caballococha,Peru,1
Ji-Paraná,Brazil,1
Cherepovets,Russia,1
Wirawila,Sri Lanka,1
Waikabubak-Sumba Island,Indonesia,1
Flinders Island,Australia,1
Nanyang,China,1
Canakkale,Turkey,1
Arkalyk,Kazakhstan,1
Diamantino,Brazil,1
Tresco,United Kingdom,1
Menindee,Australia,1
NYERI,Kenya,1
Opa-locka,United States,1
Neustadt,Germany,1
Hunter Valley,Australia,1
Thimarafushi,Maldives,1
Sal'sk,Russia,1
San Nicolás,Cuba,1
Kant,Kyrgyzstan,1
Sankt Ingbert,Germany,1
Joinville-le-Pont,France,1
Carnia,Italy,1
Metuchen,United States,1
Bellefonte,United States,1
Dyce,United Kingdom,1
Eidfjord,Norway,1
Libercourt,France,1
Brandon,Canada,1
Odiham,United Kingdom,1
Kastoria,Greece,1
Guanaja,Honduras,1
Bisha,Saudi Arabia,1
Arar,Saudi Arabia,1
Calama,Chile,1
Conception,Paraguay,1
Surat,India,1
Soroako,Indonesia,1
Inongo,Congo (Kinshasa),1
Kiri,Congo (Kinshasa),1
Banja Luka,Bosnia and Herzegovina,1
Tiksi,Russia,1
Akutan,United States,1
Broken Hill,Australia,1
Siuna,Nicaragua,1
Lizard Island,Australia,1
Shchyolkovo,Russia,1
Bointo,Brazil,1
Geulph,Canada,1
Sortavala,Russia,1
Karabogaz,Turkmenistan,1
Susuman,Russia,1
Hartsville,United States,1
Zhunan,Taiwan,1
Pratteln,Switzerland,1
Kokkola,Finland,1
Bardwell Park,Australia,1
Jaén,Peru,1
Hoofddorp,Netherlands,1
Baruth Mark,Germany,1
Ferdinandshof,Germany,1
Bawean,Indonesia,1
MANAUS,Brazil,1
Tallinn-ulemiste International,Estonia,1
Cranfield,United Kingdom,1
East London,South Africa,1
Lamezia,Italy,1
Vera Cruz,Mexico,1
Los Brasiles,Nicaragua,1
La Coloma,Cuba,1
Damascus,Syria,1
Stung Treng,Cambodia,1
Hat Yai,Thailand,1
Page,United States,1
Manang,Nepal,1
Jaqué,Panama,1
Ganja,Azerbaijan,1
Victoria River Downs,Australia,1
Port Heiden,United States,1
Birrfeld,Switzerland,1
Huslia,United States,1
Ouzinkie,United States,1
San Carlos,Nicaragua,1
Apoteri,Guyana,1
Cedartown,United States,1
Redlands,United States,1
Monroeville,United States,1
Santa Cruz des Quiche,Guatemala,1
Sopron,Hungary,1
Lakeway,United States,1
Muara Bungo,Indonesia,1
Divinopolis,Brazil,1
Neodesha,United States,1
Haricourt,France,1
Puerto Toro,Chile,1
Konotop,Ukraine,1
Haines Junction,Canada,1
Valga,Estonia,1
Tullinge,Sweden,1
Santorini,Greece,1
At Tarif,Egypt,1
Pertominsk,Russia,1
Mitchell,United States,1
Bejaja,Algeria,1
Donaueschingen,Germany,1
Antsiranana,Madagascar,1
