airline,airline_id,source_airport,source_airport_id,destination_airport,destination_airport_id,codeshare,stops,equipment
ZH,4611,CKG,3393,CGO,3375,,0,738
ZH,4611,CKG,3393,XIY,3379,Y,0,737
ZH,4611,CKG,3393,XMN,3383,Y,0,737
ZH,4611,CKG,3393,HGH,3386,Y,0,319 320 737
ZH,4611,CKG,3393,URC,3399,Y,0,737
ZH,4611,CKG,3393,LJG,4033,Y,0,737
ZH,4611,CKG,3393,INC,4085,Y,0,737
ZH,4611,CKG,3393,JZH,4301,Y,0,737
ZH,4611,CKG,3393,WUX,6390,,0,738
ZH,4611,CKG,3393,WNZ,6392,Y,0,319
ZH,4611,KWE,3394,CAN,3370,,0,320 738
ZH,4611,KWE,3394,CSX,3371,,0,738
ZH,4611,KWE,3394,SZX,3374,,0,738 320
ZH,4611,KWE,3394,CGO,3375,,0,738
ZH,4611,KWE,3394,SYX,4030,,0,320
ZH,4611,KWE,3394,WNZ,6392,Y,0,319
ZH,4611,CTU,3395,TYN,3369,Y,0,320
ZH,4611,CTU,3395,CAN,3370,,0,320 738
ZH,4611,CTU,3395,NNG,3373,,0,738
ZH,4611,CTU,3395,SZX,3374,,0,738
ZH,4611,CTU,3395,WUH,3376,,0,320
ZH,4611,CTU,3395,KHN,3384,,0,738
ZH,4611,CTU,3395,HGH,3386,Y,0,320
ZH,4611,CTU,3395,YNT,3392,Y,0,319
ZH,4611,CTU,3395,KHG,3397,Y,0,319
ZH,4611,CTU,3395,URC,3399,Y,0,320
ZH,4611,CTU,3395,SYX,4030,Y,0,320 319
ZH,4611,CTU,3395,TNA,4108,Y,0,320
ZH,4611,CTU,3395,SHE,4144,Y,0,320
ZH,4611,CTU,3395,HET,6345,,0,320
ZH,4611,CTU,3395,ZUH,6355,Y,0,319
ZH,4611,CTU,3395,WUX,6390,,0,738
ZH,4611,CTU,3395,BPX,6396,Y,0,319
ZH,4611,CTU,3395,LZY,6402,Y,0,319
ZH,4611,CTU,3395,KRL,6407,Y,0,320
ZH,4611,CTU,3395,YIN,6409,Y,0,319
ZH,4611,CTU,3395,YCU,6430,Y,0,319
ZH,4611,XIC,3396,CTU,3395,Y,0,319 320
ZH,4611,KHG,3397,URC,3399,Y,0,737
ZH,4611,URC,3399,CGO,3375,,0,320
ZH,4611,URC,3399,YCU,6430,Y,0,320
ZH,4611,HRB,3400,TYN,3369,,0,320
ZH,4611,HRB,3400,CAN,3370,,0,320
ZH,4611,HRB,3400,XIY,3379,Y,0,737
ZH,4611,HRB,3400,CTU,3395,Y,0,320
ZH,4611,HRB,3400,DLC,3404,,0,320
ZH,4611,HRB,3400,TNA,4108,Y,0,738
ZH,4611,HRB,3400,CZX,4109,,0,320
ZH,4611,DLC,3404,TSN,3368,,0,737
ZH,4611,DLC,3404,XIY,3379,,0,320
ZH,4611,DLC,3404,HGH,3386,,0,737
ZH,4611,DLC,3404,NKG,3388,,0,737 320 738
ZH,4611,DLC,3404,HRB,3400,,0,320
ZH,4611,DLC,3404,PVG,3406,,0,737
ZH,4611,DLC,3404,TNA,4108,,0,738
ZH,4611,PVG,3406,CAN,3370,Y,0,340 330 320
ZH,4611,PVG,3406,KMG,3382,,0,738
ZH,4611,PVG,3406,KHN,3384,,0,320
ZH,4611,PVG,3406,HET,6345,Y,0,320
ZH,4611,PVG,3406,JJN,6386,,0,320
ZH,4611,PVG,3406,WNZ,6392,Y,0,319 320
ZH,4611,KIX,3992,WUX,6390,,0,738
ZH,4611,SYX,4030,NNG,3373,,0,320
ZH,4611,SYX,4030,SZX,3374,,0,320
ZH,4611,LJG,4033,PEK,3364,Y,0,320
ZH,4611,LJG,4033,XIY,3379,,0,738
ZH,4611,LJG,4033,KMG,3382,Y,0,738
ZH,4611,LJG,4033,CKG,3393,Y,0,737
ZH,4611,LJG,4033,CTU,3395,Y,0,320
ZH,4611,INC,4085,HGH,3386,Y,0,319
ZH,4611,INC,4085,CTU,3395,Y,0,320
ZH,4611,INC,4085,PVG,3406,Y,0,320
ZH,4611,INC,4085,CGQ,4380,Y,0,737
ZH,4611,TNA,4108,SZX,3374,,0,738
ZH,4611,TNA,4108,FOC,3385,,0,738
ZH,4611,CZX,4109,PEK,3364,Y,0,737
ZH,4611,CZX,4109,SHE,4144,,0,320
ZH,4611,YBP,4110,SZX,3374,,0,319
ZH,4611,HAK,4120,PEK,3364,Y,0,320
ZH,4611,HAK,4120,TSN,3368,Y,0,737
ZH,4611,SHE,4144,TPE,2276,,0,320
ZH,4611,SHE,4144,PEK,3364,Y,0,320 737
ZH,4611,SHE,4144,TYN,3369,,0,320
ZH,4611,SHE,4144,CGO,3375,,0,320 738
ZH,4611,SHE,4144,NKG,3388,,0,320
ZH,4611,SHE,4144,CZX,4109,,0,320
ZH,4611,SHE,4144,WNZ,6392,,0,320
ZH,4611,JZH,4301,CTU,3395,Y,0,319
ZH,4611,CGQ,4380,CAN,3370,,0,738
ZH,4611,CGQ,4380,NKG,3388,,0,320 738
ZH,4611,CGQ,4380,CTU,3395,Y,0,320
ZH,4611,NTG,5475,PEK,3364,Y,0,737
ZH,4611,NTG,5475,XMN,3383,,0,738
ZH,4611,CIH,6343,CTU,3395,Y,0,319
ZH,4611,HET,6345,PEK,3364,Y,0,737 320
ZH,4611,HET,6345,WUH,3376,,0,320
ZH,4611,HET,6345,HGH,3386,Y,0,319
ZH,4611,HET,6345,CTU,3395,,0,320
ZH,4611,HET,6345,PVG,3406,Y,0,320
ZH,4611,BAV,6346,PEK,3364,Y,0,737
ZH,4611,BAV,6346,CAN,3370,,0,320
ZH,4611,BHY,6351,PEK,3364,Y,0,737
ZH,4611,BHY,6351,HGH,3386,Y,0,319
ZH,4611,ZUH,6355,PEK,3364,Y,0,737 320
ZH,4611,ZUH,6355,FOC,3385,,0,738
ZH,4611,ZUH,6355,CTU,3395,Y,0,319
ZH,4611,LZH,6356,PEK,3364,Y,0,737
ZH,4611,YIH,6361,PEK,3364,Y,0,737
ZH,4611,XNN,6366,PEK,3364,Y,0,737
ZH,4611,XNN,6366,XIY,3379,,0,738 320
ZH,4611,JDZ,6380,PEK,3364,Y,0,737
ZH,4611,JDZ,6380,XIY,3379,,0,320
ZH,4611,HYN,6384,CKG,3393,Y,0,738
ZH,4611,LYI,6385,SHE,4144,,0,320
ZH,4611,JJN,6386,CAN,3370,,0,320
ZH,4611,JJN,6386,SZX,3374,,0,320
ZH,4611,JJN,6386,PVG,3406,,0,320
ZH,4611,WUX,6390,TPE,2276,,0,738
ZH,4611,WUX,6390,MFM,3121,,0,738
ZH,4611,WUX,6390,CAN,3370,,0,738
ZH,4611,WUX,6390,CKG,3393,,0,738
ZH,4611,WUX,6390,KIX,3992,,0,738
ZH,4611,WUX,6390,SYX,4030,,0,320
ZH,4611,WNZ,6392,CAN,3370,,0,738 320
ZH,4611,WNZ,6392,XIY,3379,Y,0,320
ZH,4611,WNZ,6392,KMG,3382,Y,0,737
ZH,4611,WNZ,6392,CKG,3393,Y,0,319
ZH,4611,WNZ,6392,CTU,3395,Y,0,320
ZH,4611,WNZ,6392,PVG,3406,Y,0,319 320
ZH,4611,YNZ,6393,PEK,3364,Y,0,737
ZH,4611,YIW,6394,CTU,3395,Y,0,319
ZH,4611,DAX,6397,PEK,3364,Y,0,737
ZH,4611,DAX,6397,CAN,3370,Y,0,737
ZH,4611,GYS,6398,CAN,3370,Y,0,737
ZH,4611,KRL,6407,CTU,3395,Y,0,320
ZH,4611,JMU,6411,PEK,3364,Y,0,737
ZH,4611,YCU,6430,PEK,3364,Y,0,737
ZH,4611,YCU,6430,CAN,3370,Y,0,737
ZH,4611,YCU,6430,KMG,3382,Y,0,737
ZH,4611,PZI,6435,CTU,3395,Y,0,319
ZH,4611,WUA,6955,PEK,3364,Y,0,737
ZH,4611,FUG,7503,PEK,3364,Y,0,737
ZH,4611,RLK,8630,PEK,3364,Y,0,737
ZH,4611,YTY,8876,SZX,3374,,0,320
ZH,4611,YTY,8876,XIY,3379,,0,320
ZH,4611,YTY,8876,XMN,3383,,0,320
ZH,4611,DQA,9845,PEK,3364,Y,0,737
NK,4687,SDQ,1762,FLL,3533,,0,319
NK,4687,STI,1764,FLL,3533,,0,319
NK,4687,GUA,1767,FLL,3533,,0,319
NK,4687,KIN,1779,FLL,3533,,0,319
NK,4687,SJD,1840,DFW,3670,,0,320 319
NK,4687,CUN,1852,FLL,3533,,0,320
NK,4687,PTY,1871,FLL,3533,,0,320 319
NK,4687,CTG,2714,FLL,3533,,0,320 319
NK,4687,BQN,2885,FLL,3533,,0,320 319
NK,4687,SJU,2890,FLL,3533,,0,321 320
NK,4687,SJU,2890,MCO,3878,,0,321 320
NK,4687,AUA,2895,FLL,3533,,0,319
NK,4687,SXM,2899,FLL,3533,,0,320
NK,4687,BOS,3448,MYR,3515,,0,320 319
NK,4687,BOS,3448,DFW,3670,,0,319
NK,4687,OAK,3453,LAS,3877,,0,320 319
NK,4687,LAX,3484,FLL,3533,,0,319
NK,4687,LAX,3484,DTW,3645,,0,320
NK,4687,LAX,3484,LAS,3877,,0,319
NK,4687,MYR,3515,BOS,3448,,0,320 319
NK,4687,MYR,3515,ACY,3524,,0,320
NK,4687,MYR,3515,PBG,3771,,0,320
NK,4687,MYR,3515,ORD,3830,,0,320
NK,4687,MYR,3515,CRW,4285,,0,319
NK,4687,ACY,3524,MYR,3515,,0,320
NK,4687,ACY,3524,FLL,3533,,0,320 319
NK,4687,ACY,3524,TPA,3646,,0,319
NK,4687,ACY,3524,ORD,3830,,0,319
NK,4687,FLL,3533,PUJ,1760,,0,319
NK,4687,FLL,3533,STI,1764,,0,319
NK,4687,FLL,3533,GUA,1767,,0,319
NK,4687,FLL,3533,SAP,1772,,0,320 319
NK,4687,FLL,3533,MBJ,1780,,0,319
NK,4687,FLL,3533,MGA,1863,,0,320
NK,4687,FLL,3533,PTY,1871,,0,320 319
NK,4687,FLL,3533,SJO,1885,,0,320
NK,4687,FLL,3533,BOG,2709,,0,319
NK,4687,FLL,3533,CTG,2714,,0,320 319
NK,4687,FLL,3533,MDE,2745,,0,320
NK,4687,FLL,3533,BQN,2885,,0,319 320
NK,4687,FLL,3533,AUA,2895,,0,319
NK,4687,FLL,3533,BOS,3448,,0,319
NK,4687,FLL,3533,IAG,3630,,0,320
NK,4687,FLL,3533,DTW,3645,,0,320 319 321
NK,4687,FLL,3533,LGA,3697,,0,320 321
NK,4687,FLL,3533,DEN,3751,,0,319
NK,4687,IAH,3550,LAX,3484,,0,320
NK,4687,IAH,3550,DEN,3751,,0,320
NK,4687,IAG,3630,MYR,3515,,0,320
NK,4687,DTW,3645,LAX,3484,,0,320
NK,4687,DTW,3645,FLL,3533,,0,319 320 321
NK,4687,TPA,3646,ACY,3524,,0,319
NK,4687,TPA,3646,DTW,3645,,0,319
NK,4687,TPA,3646,ORD,3830,,0,319
NK,4687,DFW,3670,PHX,3462,,0,319 320
NK,4687,DFW,3670,DTW,3645,,0,319 320
NK,4687,DFW,3670,LGA,3697,,0,319
NK,4687,DFW,3670,PDX,3720,,0,320
NK,4687,DFW,3670,SAN,3731,,0,319
NK,4687,DFW,3670,DEN,3751,,0,320 319
NK,4687,DFW,3670,PHL,3752,,0,320
NK,4687,DFW,3670,ORD,3830,,0,320
NK,4687,ATL,3682,FLL,3533,,0,320 319
NK,4687,LGA,3697,MYR,3515,,0,320
NK,4687,LGA,3697,FLL,3533,,0,321 320
NK,4687,PDX,3720,LAS,3877,,0,319
NK,4687,DEN,3751,IAH,3550,,0,320
NK,4687,PHL,3752,DFW,3670,,0,320
NK,4687,PHL,3752,LAS,3877,,0,320
NK,4687,PBG,3771,MYR,3515,,0,320
NK,4687,PBG,3771,FLL,3533,,0,320
NK,4687,RSW,3793,ACY,3524,,0,319
NK,4687,ORD,3830,BOS,3448,,0,319
NK,4687,ORD,3830,MYR,3515,,0,320
NK,4687,ORD,3830,FLL,3533,,0,319 320
NK,4687,ORD,3830,RSW,3793,,0,319
NK,4687,ORD,3830,MSP,3858,,0,319 320
NK,4687,ORD,3830,LAS,3877,,0,320 319
NK,4687,BWI,3849,FLL,3533,,0,320
NK,4687,BWI,3849,DFW,3670,,0,320
NK,4687,BWI,3849,MSP,3858,,0,319
NK,4687,MSP,3858,LAX,3484,,0,319
NK,4687,MSP,3858,DFW,3670,,0,319
NK,4687,MSP,3858,ORD,3830,,0,320 319
NK,4687,MSP,3858,LAS,3877,,0,320
NK,4687,LAS,3877,FLL,3533,,0,320
NK,4687,LAS,3877,IAH,3550,,0,319
NK,4687,LAS,3877,DFW,3670,,0,320 319
NK,4687,LAS,3877,PDX,3720,,0,319
NK,4687,LAS,3877,DEN,3751,,0,319
NK,4687,LAS,3877,ORD,3830,,0,319 320
NK,4687,LAS,3877,MSP,3858,,0,320
NK,4687,MCO,3878,SJU,2890,,0,321 320
NK,4687,MCO,3878,IAH,3550,,0,320
NK,4687,MCO,3878,DTW,3645,,0,321 320 319
NK,4687,MCO,3878,LBE,5747,,0,320
NK,4687,LBE,5747,MYR,3515,,0,320
NK,4687,LBE,5747,FLL,3533,,0,319
NK,4687,LBE,5747,MCO,3878,,0,320
9R,4691,PUU,2706,BOG,2709,,0,AT5
9R,4691,BOG,2709,MVP,2732,,0,E70
9R,4691,BOG,2709,PCR,2738,,0,E70
9R,4691,BOG,2709,SJE,2747,,0,AT5
9R,4691,BOG,2709,SVI,2750,,0,BE1
9R,4691,BOG,2709,AUC,2752,,0,E70
9R,4691,BOG,2709,UIB,2753,,0,AT5
9R,4691,BOG,2709,RVE,7355,,0,AT5
9R,4691,BOG,2709,VGZ,7359,,0,AT5
9R,4691,BSC,2711,EOH,2729,,0,AT5
9R,4691,BUN,2712,BOG,2709,,0,AT5
9R,4691,CLO,2715,PUU,2706,,0,AT5
9R,4691,CLO,2715,GPI,2722,,0,AT5
9R,4691,APO,2726,EOH,2729,,0,AT7
9R,4691,LET,2728,LCR,7356,,0,BE1
9R,4691,EOH,2729,BOG,2709,,0,AT5 ER4 AT7
9R,4691,EOH,2729,BSC,2711,,0,AT5
9R,4691,MVP,2732,BOG,2709,,0,E70
9R,4691,PCR,2738,BOG,2709,,0,E70
9R,4691,PSO,2742,BOG,2709,,0,E70
9R,4691,ADZ,2749,PVA,2743,,0,L4T
9R,4691,TCD,5477,LET,2728,,0,BE1
9R,4691,LQM,6051,PUU,2706,,0,AT5
9R,4691,LPD,6052,LET,2728,,0,BE1
9R,4691,LCR,7356,LET,2728,,0,BE1
9R,4691,LMC,7358,VVC,2756,,0,BE1
S3,4735,TFN,1057,CCS,2851,,0,767
S3,4735,CCS,2851,TFN,1057,,0,767
S3,4735,CCS,2851,MIA,3576,,0,767 757
H2,4737,ARI,2641,IQQ,2649,,0,319 320
H2,4737,ARI,2641,LPB,2762,,0,320
H2,4737,CJC,2645,LSC,2662,,0,319
H2,4737,PUQ,2647,PMC,2665,,0,319
H2,4737,IQQ,2649,ARI,2641,,0,320 319
H2,4737,SCL,2650,ANF,2651,,0,319 320
H2,4737,SCL,2650,PMC,2665,,0,319 320
H2,4737,ANF,2651,CJC,2645,,0,320 319
H2,4737,CCP,2656,PMC,2665,,0,319 320
H2,4737,CCP,2656,ZAL,2667,,0,319
H2,4737,LSC,2662,CJC,2645,,0,319
H2,4737,LSC,2662,ANF,2651,,0,319 320
H2,4737,ZCO,2664,CCP,2656,,0,319
H2,4737,PMC,2665,BBA,2642,,0,319 320
H2,4737,PMC,2665,CCP,2656,,0,319 320
H2,4737,CPO,4312,CJC,2645,,0,319
H2,4737,CPO,4312,SCL,2650,,0,320 319
BC,4740,NRT,2279,CTS,2287,,0,737
BC,4740,NRT,2279,YGJ,2330,,0,737
BC,4740,IBR,2281,FUK,2305,,0,737
BC,4740,CTS,2287,IBR,2281,,0,737
BC,4740,CTS,2287,FUK,2305,,0,737
BC,4740,CTS,2287,YGJ,2330,,0,737
BC,4740,CTS,2287,SDJ,2347,,0,737
BC,4740,CTS,2287,HND,2359,,0,737
BC,4740,FUK,2305,CTS,2287,,0,737
BC,4740,FUK,2305,HND,2359,,0,737
BC,4740,KOJ,2307,UKB,3943,,0,737
BC,4740,NGS,2313,UKB,3943,,0,737
BC,4740,YGJ,2330,OKA,2384,,0,737
BC,4740,YGJ,2330,UKB,3943,,0,737
BC,4740,SDJ,2347,CTS,2287,,0,737
BC,4740,SDJ,2347,UKB,3943,,0,737
BC,4740,HND,2359,YGJ,2330,,0,737
BC,4740,HND,2359,UKB,3943,,0,737
BC,4740,OKA,2384,FUK,2305,,0,737
BC,4740,OKA,2384,HND,2359,,0,737
BC,4740,OKA,2384,ISG,2387,,0,737
BC,4740,OKA,2384,MMY,2390,,0,737
BC,4740,OKA,2384,UKB,3943,,0,737
BC,4740,ISG,2387,OKA,2384,,0,737
BC,4740,NGO,3942,CTS,2287,,0,737
BC,4740,UKB,3943,IBR,2281,,0,737
BC,4740,UKB,3943,KOJ,2307,,0,737
BC,4740,UKB,3943,YGJ,2330,,0,737
BC,4740,UKB,3943,SDJ,2347,,0,737
BC,4740,UKB,3943,OKA,2384,,0,737
MI,4750,REP,3035,DAD,3196,,0,738 320
MI,4750,VTZ,3066,SIN,3316,,0,319
MI,4750,KTM,3125,SIN,3316,,0,320
MI,4750,CJB,3135,SIN,3316,,0,320
MI,4750,COK,3136,SIN,3316,,0,320 738 319
MI,4750,HKT,3179,SIN,3316,,0,320 738 319
MI,4750,HAN,3199,SIN,3316,,0,320
MI,4750,RGN,3239,SIN,3316,,0,320
MI,4750,UPG,3240,SIN,3316,,0,319 320
MI,4750,MDC,3250,SIN,3316,,0,320
MI,4750,KCH,3263,SIN,3316,,0,319
MI,4750,KUL,3304,SIN,3316,,0,320 738 319
MI,4750,LGK,3305,SIN,3316,,0,320 319
MI,4750,SIN,3316,CCU,3043,,0,320
MI,4750,SIN,3316,CJB,3135,,0,320
MI,4750,SIN,3316,COK,3136,,0,320 738 319
MI,4750,SIN,3316,MAA,3144,,0,319 320
MI,4750,SIN,3316,TRV,3153,,0,319 320
MI,4750,SIN,3316,HKT,3179,,0,320 738 319
MI,4750,SIN,3316,KCH,3263,,0,319
MI,4750,SIN,3316,PKU,3273,,0,319
MI,4750,SIN,3316,KUL,3304,,0,320 738 319
MI,4750,SIN,3316,DIL,3310,,0,319
MI,4750,SIN,3316,SZX,3374,,0,320 738 319
MI,4750,SIN,3316,KMG,3382,,0,320 319
MI,4750,SIN,3316,XMN,3383,,0,320
MI,4750,SIN,3316,CKG,3393,,0,320 319
MI,4750,SIN,3316,BDO,3896,,0,319
MI,4750,SIN,3316,JOG,3898,,0,320
MI,4750,SZX,3374,SIN,3316,,0,320 738 319
MI,4750,KMG,3382,SIN,3316,,0,320 319
MI,4750,XMN,3383,SIN,3316,,0,320
MI,4750,JOG,3898,SIN,3316,,0,320
MI,4750,SOC,3929,SIN,3316,,0,320 319
MI,4750,CNX,3931,SIN,3316,,0,320
MI,4750,CEB,4206,SIN,3316,,0,320 738
PY,4752,AMS,580,PBM,2773,,0,343
PY,4752,BEL,2526,PBM,2773,,0,733
PY,4752,PBM,2773,BEL,2526,,0,733
PY,4752,PBM,2773,CAY,2774,,0,733
PY,4752,PBM,2773,AUA,2895,,0,733
PY,4752,PBM,2773,POS,2902,,0,733
PY,4752,PBM,2773,GEO,4304,,0,733
PY,4752,CAY,2774,BEL,2526,,0,733
PY,4752,CUR,2897,POS,2902,,0,733
IE,4797,JJA,,HIR,4074,,0,BNI
IE,4797,NAN,1960,VLI,1997,,0,320
IE,4797,BNE,3320,HIR,4074,,0,320
IE,4797,HIR,4074,JJA,,,0,BNI
IE,4797,HIR,4074,VLI,1997,,0,320
IE,4797,HIR,4074,BNE,3320,,0,320
IE,4797,HIR,4074,FRE,5407,,0,DHT
IE,4797,HIR,4074,IRA,5409,,0,DH8
IE,4797,HIR,4074,GZO,5412,,0,DHT DH8
IE,4797,HIR,4074,RUS,5415,,0,BNI
IE,4797,HIR,4074,KGE,5417,,0,DHT
IE,4797,HIR,4074,RBV,5418,,0,BNI
IE,4797,HIR,4074,CHY,7617,,0,DHT
IE,4797,HIR,4074,NNB,7618,,0,DHT
IE,4797,FRE,5407,VAO,5416,,0,DHT
IE,4797,SCZ,5410,HIR,4074,,0,DH8
IE,4797,MUA,5411,HIR,4074,,0,DH8 DHT
IE,4797,MUA,5411,EGM,6758,,0,DHT
IE,4797,VAO,5416,HIR,4074,,0,DHT BNI
IE,4797,KGE,5417,GZO,5412,,0,DHT
IE,4797,EGM,6758,HIR,4074,,0,DHT
IE,4797,EGM,6758,GZO,5412,,0,DHT
IE,4797,EGM,6758,VAO,5416,,0,DHT
IE,4797,EGM,6758,RBV,5418,,0,DHT
IE,4797,BNY,6919,RNL,5414,,0,DHT
IE,4797,NNB,7618,HIR,4074,,0,DHT
6W,4805,MRV,2962,RTW,4363,,0,YK2
6W,4805,RTW,4363,PRG,1587,,0,E90
HZ,4808,EKS,,UUS,2933,,0,DH8
HZ,4808,KHV,2927,UUS,2933,,0,737
HZ,4808,UUS,2933,EKS,,,0,DH8
HZ,4808,UUS,2933,NRT,2279,,0,737
HZ,4808,UUS,2933,DEE,8782,,0,DH8
HZ,4808,HRB,3400,KHV,2927,,0,319
HZ,4808,ICN,3930,UUS,2933,,0,737
S5,4822,BSB,2531,GYN,2562,,0,CNC
S5,4822,MAB,2584,IMP,2572,,0,CNC
S5,4822,MQH,7375,BSB,2531,,0,CNC
S5,4822,RDC,8240,CDJ,2518,,0,CNC
S5,4822,SXO,8243,GRP,7368,,0,CNC
DV,4840,BON,2896,CUR,2897,,0,BNI
DV,4840,CUR,2897,BON,2896,,0,BNI
DV,4840,ALA,2908,PLX,2918,,0,CRJ
DV,4840,ALA,2908,AKX,2920,,0,735
DV,4840,TSE,2910,PLX,2918,,0,CRJ
DV,4840,TSE,2910,UKK,6086,,0,CRJ
DV,4840,DMB,2911,ALA,2908,,0,CRJ
DV,4840,DMB,2911,TSE,2910,,0,CRJ
DV,4840,CIT,2914,DME,4029,,0,735
DV,4840,CIT,2914,SCO,4367,,0,735
DV,4840,PLX,2918,TSE,2910,,0,CRJ
DV,4840,PLX,2918,UKK,6086,,0,AN4
DV,4840,EVN,3964,SCO,4367,,0,CRJ
DV,4840,GUW,4357,TSE,2910,,0,CRJ
DV,4840,GUW,4357,SCO,4367,,0,CRJ
DV,4840,SCO,4367,KRR,2960,,0,CRJ
DV,4840,KGF,4375,UKK,6086,,0,AN4
DV,4840,KOV,6083,ALA,2908,,0,CRJ
DV,4840,PPK,6084,ALA,2908,,0,AN4
DV,4840,UKK,6086,PLX,2918,,0,AN4
DV,4840,UKK,6086,KGF,4375,,0,AN4
EQ,4863,GRU,2564,UIO,2688,,0,E70
EQ,4863,GYE,2673,PTY,1871,,0,E90
EQ,4863,GYE,2673,GPS,2672,,0,320
EQ,4863,GYE,2673,SCY,6045,,0,320
EQ,4863,LTX,2678,OCC,2670,,0,E70
EQ,4863,UIO,2688,GRU,2564,,0,E70
EQ,4863,UIO,2688,OCC,2670,,0,E90
EQ,4863,UIO,2688,CUE,2671,,0,319
EQ,4863,UIO,2688,ESM,6047,,0,320
EQ,4863,LOH,6046,GYE,2673,,0,E90
EQ,4863,LOH,6046,UIO,2688,,0,E90 E70
EQ,4863,ESM,6047,GYE,2673,,0,E70
EQ,4863,LGQ,6750,UIO,2688,,0,E70 E90
EQ,4863,TNW,10792,UIO,2688,,0,E90
JJ,4867,MUC,346,GRU,2564,Y,0,346
JJ,4867,LHR,507,GRU,2564,,0,773
JJ,4867,JNB,813,GRU,2564,,0,332 343 346
JJ,4867,MXP,1524,GRU,2564,,0,330
JJ,4867,AJU,2522,GRU,2564,,0,320
JJ,4867,AJU,2522,SDU,2612,,0,319
JJ,4867,AJU,2522,SSA,2621,,0,319
JJ,4867,BEL,2526,MAO,2551,,0,320
JJ,4867,BEL,2526,GIG,2560,,0,320
JJ,4867,BEL,2526,MAB,2584,,0,320
JJ,4867,BEL,2526,SLZ,2616,,0,320
JJ,4867,BEL,2526,MIA,3576,,0,763
JJ,4867,BSB,2531,FOR,2559,,0,321 319
JJ,4867,BSB,2531,GRU,2564,,0,320 321
JJ,4867,BSB,2531,IMP,2572,,0,319 320
JJ,4867,BSB,2531,MAB,2584,,0,320
JJ,4867,BSB,2531,MCZ,2590,,0,320
JJ,4867,BSB,2531,RBR,2609,,0,320
JJ,4867,BSB,2531,REC,2610,,0,321 320
JJ,4867,BSB,2531,SLZ,2616,,0,320 319
JJ,4867,BSB,2531,THE,2623,,0,320 319
JJ,4867,BSB,2531,UDI,2633,,0,320
JJ,4867,BSB,2531,MIA,3576,,0,757 763
JJ,4867,CNF,2537,CGH,2618,,0,319 320
JJ,4867,CNF,2537,BPS,4209,,0,320 319
JJ,4867,CWB,2545,BSB,2531,,0,320
JJ,4867,CWB,2545,IGU,2554,,0,320
JJ,4867,CWB,2545,POA,2599,,0,320
JJ,4867,CWB,2545,CGH,2618,,0,320 319
JJ,4867,CGB,2548,CGH,2618,,0,319
JJ,4867,MAO,2551,BSB,2531,,0,320
JJ,4867,MAO,2551,GRU,2564,,0,321 320 330
JJ,4867,MAO,2551,MIA,3576,,0,738 763
JJ,4867,MAO,2551,STM,4092,,0,320
JJ,4867,IGU,2554,GIG,2560,,0,320
JJ,4867,IGU,2554,GRU,2564,,0,319 320
JJ,4867,FLN,2555,BSB,2531,,0,320
JJ,4867,FLN,2555,GRU,2564,,0,320
JJ,4867,FOR,2559,BSB,2531,,0,321 319
JJ,4867,FOR,2559,MAO,2551,,0,320
JJ,4867,FOR,2559,SSA,2621,,0,320
JJ,4867,FOR,2559,THE,2623,,0,319 320
JJ,4867,GIG,2560,FRA,340,Y,0,744
JJ,4867,GIG,2560,CNF,2537,,0,320
JJ,4867,GIG,2560,FOR,2559,,0,320 321
JJ,4867,GIG,2560,JPA,2575,,0,320
JJ,4867,GIG,2560,VCP,2578,,0,320
JJ,4867,GIG,2560,MCZ,2590,,0,320
JJ,4867,GIG,2560,SCL,2650,Y,0,320 319
JJ,4867,GIG,2560,MIA,3576,,0,763
JJ,4867,GIG,2560,DFW,3670,,0,763
JJ,4867,GYN,2562,BSB,2531,,0,320
JJ,4867,GYN,2562,GRU,2564,,0,320
JJ,4867,GRU,2564,YYZ,193,Y,0,763
JJ,4867,GRU,2564,JNB,813,,0,346 332 343
JJ,4867,GRU,2564,MAD,1229,,0,330
JJ,4867,GRU,2564,MXP,1524,,0,330
JJ,4867,GRU,2564,AJU,2522,,0,320
JJ,4867,GRU,2564,BEL,2526,,0,320
JJ,4867,GRU,2564,CNF,2537,,0,321 320
JJ,4867,GRU,2564,CGR,2538,,0,320
JJ,4867,GRU,2564,CGB,2548,,0,320
JJ,4867,GRU,2564,MAO,2551,,0,330 321 320
JJ,4867,GRU,2564,IGU,2554,,0,320 319
JJ,4867,GRU,2564,FLN,2555,,0,320
JJ,4867,GRU,2564,LDB,2581,,0,320
JJ,4867,GRU,2564,MCZ,2590,,0,321
JJ,4867,GRU,2564,SLZ,2616,,0,320
JJ,4867,GRU,2564,SJP,2619,,0,320 319
JJ,4867,GRU,2564,BOG,2709,,0,763
JJ,4867,GRU,2564,MVD,2816,,0,320
JJ,4867,GRU,2564,CCS,2851,,0,320
JJ,4867,GRU,2564,DFW,3670,,0,77W
JJ,4867,GRU,2564,JFK,3797,,0,773 77W 777
JJ,4867,GRU,2564,MCO,3878,,0,330
JJ,4867,GRU,2564,BPS,4209,,0,320
JJ,4867,IOS,2569,SDU,2612,,0,319
JJ,4867,JPA,2575,BSB,2531,,0,320
JJ,4867,JPA,2575,GIG,2560,,0,320
JJ,4867,JOI,2576,GRU,2564,,0,319
JJ,4867,VCP,2578,BSB,2531,,0,320
JJ,4867,VCP,2578,GIG,2560,,0,320
